"id","slug","name","summary","excerpt","categories","locations","tags","websiteUrls","profileUrl","lastUpdated"
"organization:compute-avenue","compute-avenue","Compute Avenue","Compute Avenue is a Vancouver-based technology company offering analytics, scientific simulation, and custom AI solutions. Its public materials describe AI systems for chatbots, sentiment analysis, predictive maintenance, robotic process automation, forecasting, fraud detection, natural language processing, and related applied AI workflows.","Compute Avenue is a Vancouver-based technology company offering analytics, scientific simulation, and custom AI solutions. Its public materials describe AI systems for chatbots,...","Analytics|Applied AI|Scientific computing","Vancouver, BC","analytics|custom-ai|scientific-computing|simulation","https://www.computeave.com","/bc-ai-directory/organizations/compute-avenue","2026-05-08"
"organization:concussionrx","concussionrx","ConcussionRx","ConcussionRx is a Vancouver, BC health tech company founded in 2020 by Aliya Nur Babul, Cirelle Rosenblatt, and Michael Cole, built on over two decades of clinical experience from BC's leading interdisciplinary concussion clinic. Its AI platform assesses patients via questionnaire and generates personalized interdisciplinary treatment plans, pre-trained on data from 2,500+ successfully treated patients. The underl...","ConcussionRx is a Vancouver, BC health tech company founded in 2020 by Aliya Nur Babul, Cirelle Rosenblatt, and Michael Cole, built on over two decades of clinical experience fr...","AI|Digital Health|Health Tech","Vancouver, BC","AI diagnosis|concussion|health tech|neuroscience|personalized treatment","https://www.concussionrx.com","/bc-ai-directory/organizations/concussionrx","2026-05-10"
"organization:http-condosinspace-com","http-condosinspace-com","Condos in Space","Condosinspace.com has an active website with some AI framing but no BC organizational footprint or organizational substance has been confirmed from public sources. Likely a very early-stage or novelty project.","Condosinspace.com has an active website with some AI framing but no BC organizational footprint or organizational substance has been confirmed from public sources. Likely a very...","","","","","/bc-ai-directory/organizations/http-condosinspace-com","2026-05-11"
"organization:conju","conju","Conju","Conju is a Victoria, BC startup founded by Aomi Jokoji and Bryce Edwards that uses LLM-powered AI to automatically text back missed callers, qualify leads, book jobs, and update CRMs on behalf of home service businesses. The product is supported by the University of Victoria Innovation Centre and has been covered by Techcouver as a BC AI startup.","Conju is a Victoria, BC startup founded by Aomi Jokoji and Bryce Edwards that uses LLM-powered AI to automatically text back missed callers, qualify leads, book jobs, and update...","AI|Sales Tech|SMB Tools","Victoria, BC","AI receptionist|home services|lead qualification|missed calls|SMS automation","https://www.conju.ai","/bc-ai-directory/organizations/conju","2026-05-10"
"organization:connect-the-doc","connect-the-doc","Connect the Doc","Connect the Doc is a Vancouver, BC dental marketing company founded in 2012 that helps dental practices across North America grow through AI-enhanced digital marketing, reputation management, and patient acquisition tools. Its platform integrates with 95% of dental management software to automate patient review generation, and uses AI-enhanced PPC and SEO strategies. The company has served over 1,000 dentists acro...","Connect the Doc is a Vancouver, BC dental marketing company founded in 2012 that helps dental practices across North America grow through AI-enhanced digital marketing, reputati...","AI|Health Tech|Marketing Tech","Vancouver, BC","AI-enhanced SEO|dental marketing|patient acquisition|reputation management","https://connectthedoc.com","/bc-ai-directory/organizations/connect-the-doc","2026-05-10"
"organization:connecting-the-oughts","connecting-the-oughts","Connecting the Oughts","Rejected: no BC organizational footprint found. No public record of any organization named 'Connecting the Oughts' exists in any search engine, LinkedIn, Crunchbase, or trade press source.","Rejected: no BC organizational footprint found. No public record of any organization named 'Connecting the Oughts' exists in any search engine, LinkedIn, Crunchbase, or trade pr...","","","","","/bc-ai-directory/organizations/connecting-the-oughts","2026-05-11"
"organization:convergence-it-consulting-and-outsourcing","convergence-it-consulting-and-outsourcing","Convergence (IT Consulting and Outsourcing)","Convergence (Convergence Concepts Inc.) is a Vancouver, BC software design and development firm founded over 11 years ago, ranked in Clutch's top 10 Vancouver software developers. The company operates dedicated AI/ML/Data Science, Software Engineering, Cloud Architecture, and UI/UX Design divisions serving fintech, healthcare, and real estate clients. It is an AWS Public Sector Partner, a Digital Supercluster Asso...","Convergence (Convergence Concepts Inc.) is a Vancouver, BC software design and development firm founded over 11 years ago, ranked in Clutch's top 10 Vancouver software developer...","AI|IT Consulting|Software Development","Vancouver, BC","AI/ML|digital product|fintech|government IT|healthcare tech","https://cctech.io","/bc-ai-directory/organizations/convergence-it-consulting-and-outsourcing","2026-05-10"
"organization:conversion-pioneers","conversion-pioneers","Conversion Pioneers","Conversion Pioneers is a Vancouver, BC AI consultancy that uses conversational AI to re-engage dormant leads for businesses in mortgage, insurance, healthcare, finance, and e-commerce. The company operates on a performance basis — clients pay only when revenue is generated — and automates follow-up through intelligent SMS conversations.","Conversion Pioneers is a Vancouver, BC AI consultancy that uses conversational AI to re-engage dormant leads for businesses in mortgage, insurance, healthcare, finance, and e-co...","AI|Marketing Tech|Sales Tech","Vancouver, BC","conversational AI|lead re-engagement|performance marketing|SMS automation","https://conversionpioneers.com","/bc-ai-directory/organizations/conversion-pioneers","2026-05-10"
"organization:copilot-ai","copilot-ai","CoPilot AI","CoPilot AI is a Vancouver-based sales technology company building AI sales prospecting and outreach tools. Its public materials describe software that targets qualified prospects, starts personalized social conversations, and helps sales teams surface timely opportunities.","CoPilot AI is a Vancouver-based sales technology company building AI sales prospecting and outreach tools. Its public materials describe software that targets qualified prospect...","Marketing technology|Sales AI|Workflow automation","Vancouver, BC","lead-generation|sales-ai|sales-enablement|workflow-automation","https://copilotai.com","/bc-ai-directory/organizations/copilot-ai","2026-05-08"
"organization:copper-teams","copper-teams","Copper Teams","CopperTeams is a Vancouver, BC HR technology company that offers an AI-powered team effectiveness coaching platform combining analytics, training, and on-demand coaching to improve organizational team performance. The platform claims to guarantee a 20% improvement in team performance and positions its AI as the world's first AI Team Effectiveness coach. The company is listed in the BC Chamber of Commerce member di...","CopperTeams is a Vancouver, BC HR technology company that offers an AI-powered team effectiveness coaching platform combining analytics, training, and on-demand coaching to impr...","AI|HR Tech|Learning & Development","Vancouver, BC","AI coaching|HR analytics|organizational development|team performance","https://www.copperteams.ai","/bc-ai-directory/organizations/copper-teams","2026-05-10"
"organization:core-quant-consulting-corp","core-quant-consulting-corp","Core Quant Consulting Corp","Core Quant Consulting Corp is referenced in BC AI ecosystem sources. No public website, product description, BC address, or independent coverage confirming BC organizational AI relevance has been found.","Core Quant Consulting Corp is referenced in BC AI ecosystem sources. No public website, product description, BC address, or independent coverage confirming BC organizational AI...","","","","","/bc-ai-directory/organizations/core-quant-consulting-corp","2026-05-11"
"organization:cortexops","cortexops","CortexOps","CortexOps is a Vancouver, BC integrated data and AI platform designed to help private equity firms identify and execute EBITDA improvement opportunities across portfolio companies. The platform delivers AI-driven operational analytics to unlock hidden value creation levers and operates at the intersection of AI, data infrastructure, and private equity.","CortexOps is a Vancouver, BC integrated data and AI platform designed to help private equity firms identify and execute EBITDA improvement opportunities across portfolio compani...","AI|Data Analytics|FinTech|Private Equity Tech","Vancouver, BC","AI analytics|EBITDA|operational intelligence|private equity|value creation","https://cortexops.ai","/bc-ai-directory/organizations/cortexops","2026-05-10"
"organization:cpqhero","cpqhero","CPQHero","CPQHero is referenced in BC AI ecosystem sources. No public website, product description, BC address, or independent coverage confirming BC organizational AI relevance has been found.","CPQHero is referenced in BC AI ecosystem sources. No public website, product description, BC address, or independent coverage confirming BC organizational AI relevance has been...","","","","","/bc-ai-directory/organizations/cpqhero","2026-05-11"
"organization:creadev-technologies-inc","creadev-technologies-inc","Creadev Technologies Inc.","Creadev Technologies Inc. is a Richmond, BC company building a no-code platform that lets anyone create commercial-quality AA/Triple-i games, animations, and interactive simulations without programming experience. The platform uses procedural generation to power an accessible level editor and supports use cases across education, real estate, training, marketing, and virtual tourism. The platform is listed on Steam...","Creadev Technologies Inc. is a Richmond, BC company building a no-code platform that lets anyone create commercial-quality AA/Triple-i games, animations, and interactive simulat...","AI|EdTech|Game Tech|No-Code/Low-Code","Richmond, BC","game development|interactive content|no-code|procedural generation|simulation","https://www.creadev.net","/bc-ai-directory/organizations/creadev-technologies-inc","2026-05-10"
"organization:creativeflow-ai","creativeflow-ai","CreativeFlow.ai","CreativeFlow.ai is a Vancouver-based AI motion design platform for product designers, founded in December 2022 by Michael Yagudaev. The company builds AI-powered tools — including Figma plugins — that help designers automate animation and motion design workflows, reducing the cost and effort of producing production-ready animations.","CreativeFlow.ai is a Vancouver-based AI motion design platform for product designers, founded in December 2022 by Michael Yagudaev. The company builds AI-powered tools — includi...","Applied AI|Creative Tech","Vancouver, BC","applied-ai|creative-tech|design-tools|generative-ai","https://app.creativeflow.ai/","/bc-ai-directory/organizations/creativeflow-ai","2026-05-10"
"organization:cropvue-technologies","cropvue-technologies","CropVue Technologies","CropVue Technologies is a Surrey, BC company that designs wireless sensor systems for precision agriculture. Its Delta Trap product line monitors pest populations, weather conditions, soil and leaf moisture, and environmental data every 15 minutes, feeding AI algorithms that predict pest arrivals, frost risk, and optimal spray timing to help growers reduce costs and improve yields. The company is profitable with c...","CropVue Technologies is a Surrey, BC company that designs wireless sensor systems for precision agriculture. Its Delta Trap product line monitors pest populations, weather condi...","AgriTech|Applied AI","Surrey, BC","agri-tech|applied-ai|iot|machine-learning|precision-agriculture","https://www.zoominfo.com/c/cropvue-technologies/470099977","/bc-ai-directory/organizations/cropvue-technologies","2026-05-10"
"organization:crosspacific-capital-partners","crosspacific-capital-partners","CrossPacific Capital Partners","Rejected: company dissolved. CrossPacific Capital Partners was a BC-based venture capital firm founded in 2012 that invested in Canadian and US tech startups targeting Asian markets. The firm is permanently closed per Crunchbase, its fund has been liquidated, and its last recorded investment was in 2016.","Rejected: company dissolved. CrossPacific Capital Partners was a BC-based venture capital firm founded in 2012 that invested in Canadian and US tech startups targeting Asian mar...","","BC, Canada","","","/bc-ai-directory/organizations/crosspacific-capital-partners","2026-05-11"
"organization:crowdsky-solutions-inc","crowdsky-solutions-inc","CrowdSky Solutions Inc.","CrowdSky Solutions is a BC-based drone technology company delivering AI-powered flight planning, real-time risk assessment, and compliance tools for commercial and recreational drone operators. The company's platform provides AI-driven insights for urban infrastructure optimization and environmental sustainability applications. CrowdSky Solutions launched in 2025 and describes its mission as making advanced drone...","CrowdSky Solutions is a BC-based drone technology company delivering AI-powered flight planning, real-time risk assessment, and compliance tools for commercial and recreational...","Applied AI|CleanTech|Drone Technology","BC, Canada","applied-ai|drones|flight-planning|infrastructure|sustainability","https://crowdskysolutions.ca/","/bc-ai-directory/organizations/crowdsky-solutions-inc","2026-05-11"
"organization:cto-ai","cto-ai","CTO.ai","CTO.ai is a Vancouver-based DevOps platform company founded in 2017 that delivers a managed internal developer platform combining CI/CD automation, ChatOps, GitOps, AI code review, and DORA metrics tracking. The company offers Application Modernization, Platform Engineering, and Cloud Infrastructure Management services, helping engineering teams measurably increase developer productivity without dedicated DevOps h...","CTO.ai is a Vancouver-based DevOps platform company founded in 2017 that delivers a managed internal developer platform combining CI/CD automation, ChatOps, GitOps, AI code revi...","Applied AI|Cloud Infrastructure|Developer Tools","Vancouver, BC","applied-ai|cloud|developer-tools|devops|platform-engineering","https://cto.ai/","/bc-ai-directory/organizations/cto-ai","2026-05-10"
"organization:cube-commons","cube-commons","Cube Commons","Cube Commons is a Vancouver-linked open-source digital commons project for arts and culture research, education, and documentation materials, connected to BC AI community and creative-technology activity.","Cube Commons is a Vancouver-linked open-source digital commons project for arts and culture research, education, and documentation materials, connected to BC AI community and cr...","Community project|Creative technology|Open source","Canada|Vancouver, BC","arts-and-culture|community-platform|digital-commons|open-source|spatial-computing","https://opencollective.com/cubecommons|https://www.cubecommons.ca","/bc-ai-directory/organizations/cube-commons","2026-05-08"
"organization:cyberqp","cyberqp","CyberQP","CyberQP (formerly Quickpass Cybersecurity) is a North Vancouver-based cybersecurity company providing privileged access management (PAM) solutions purpose-built for managed service providers. Founded in 2018, the company's platform integrates passwordless MFA, just-in-time account creation, and Zero Trust identity verification with tools such as Active Directory, Azure AD, and IT Glue. CyberQP raised $12 million i...","CyberQP (formerly Quickpass Cybersecurity) is a North Vancouver-based cybersecurity company providing privileged access management (PAM) solutions purpose-built for managed serv...","Applied AI|Cybersecurity","North Vancouver, BC","cybersecurity|identity|msp|privileged-access-management|saas|zero-trust","https://cyberqp.com/","/bc-ai-directory/organizations/cyberqp","2026-05-11"
"organization:cypress-falls-consulting","cypress-falls-consulting","Cypress Falls Consulting","Cypress Falls Consulting is a West Vancouver consulting firm helping construction, infrastructure, manufacturing, logistics, and municipal organizations adopt AI and technology through workflow design, technology selection, integration, and custom software.","Cypress Falls Consulting is a West Vancouver consulting firm helping construction, infrastructure, manufacturing, logistics, and municipal organizations adopt AI and technology...","AI consulting|Construction technology|Workflow automation","West Vancouver, BC","construction-ai|generative-ai|infrastructure|manufacturing|workflow-integration","https://www.cypress-falls.com","/bc-ai-directory/organizations/cypress-falls-consulting","2026-05-08"
"organization:d-wave-systems","d-wave-systems","D-Wave Quantum","D-Wave Quantum develops quantum computing systems, software, and services, with British Columbia operations tied to its quantum engineering and R&D work.","D-Wave Quantum develops quantum computing systems, software, and services, with British Columbia operations tied to its quantum engineering and R&D work.","AI infrastructure|Optimization|Quantum computing","Burnaby, BC","burnaby|machine-learning|optimization|quantum-computing|quantum-software","https://www.dwavequantum.com","/bc-ai-directory/organizations/d-wave-systems","2026-05-09"
"organization:damon-motors","damon-motors","Damon Motors","Damon Motors is a Vancouver-founded electric motorcycle company building AI-enhanced performance bikes under the HyperSport and HyperFighter lines. Its proprietary CoPilot AI system provides collision-warning and rider-safety features, while the Damon I/O platform enables real-time diagnostics, over-the-air updates, predictive maintenance, and adaptive performance tuning via machine learning. The company has secur...","Damon Motors is a Vancouver-founded electric motorcycle company building AI-enhanced performance bikes under the HyperSport and HyperFighter lines. Its proprietary CoPilot AI sy...","Applied AI|Electric Vehicles|Hardware","Vancouver, BC","applied-ai|connected-vehicle|electric-vehicles|hardware|machine-learning","https://damon.com/","/bc-ai-directory/organizations/damon-motors","2026-05-10"
"organization:darkvision-technologies","darkvision-technologies","DarkVision Technologies","DarkVision Technologies is a North Vancouver company founded in 2013 that builds ultra-high-resolution acoustic imaging systems for industrial inspection of pipelines, wells, and tubulars. Its platform combines proprietary silicon chips, ultra-dense 2D acoustic arrays, and GPU-accelerated machine learning to turn petabytes of raw ultrasound data into actionable 3D defect maps. Backed by Koch Industries, the compan...","DarkVision Technologies is a North Vancouver company founded in 2013 that builds ultra-high-resolution acoustic imaging systems for industrial inspection of pipelines, wells, an...","Applied AI|Deep Tech|Industrial AI","North Vancouver, BC","acoustic-imaging|applied-ai|computer-vision|deep-tech|industrial-inspection|machine-learning","https://darkvisiontech.com/","/bc-ai-directory/organizations/darkvision-technologies","2026-05-10"
"organization:dataspeckle-scientific-inc","dataspeckle-scientific-inc","DataSpeckle Scientific Inc.","DataSpeckle Scientific is a Kelowna, BC-based AI company founded in 2018 that provides on-demand Data Science as a Service (DSaaS), giving organizations access to skilled data scientists without maintaining in-house teams. The company specializes in machine learning, computer vision, natural language processing, and custom LLM-powered chatbots serving healthcare, retail, finance, and manufacturing clients. It is l...","DataSpeckle Scientific is a Kelowna, BC-based AI company founded in 2018 that provides on-demand Data Science as a Service (DSaaS), giving organizations access to skilled data s...","Applied AI|Data Science|Machine Learning","Kelowna, BC","chatbots|computer-vision|data-science-as-a-service|LLM|machine-learning|NLP","https://www.dataspeckle.com","/bc-ai-directory/organizations/dataspeckle-scientific-inc","2026-05-10"
"organization:datasphere-dynamics","datasphere-dynamics","Datasphere Dynamics","Datasphere Dynamics is a Nanaimo-based IT consulting and managed services firm offering automation, cybersecurity, compliance, cloud, and AI-driven solutions for small and mid-sized businesses and regulated industries.","Datasphere Dynamics is a Nanaimo-based IT consulting and managed services firm offering automation, cybersecurity, compliance, cloud, and AI-driven solutions for small and mid-s...","AI consulting|Compliance automation|IT consulting","Nanaimo, BC","ai-automation|audit-preparation|cloud-services|compliance|cybersecurity","https://dataspheredynamics.com","/bc-ai-directory/organizations/datasphere-dynamics","2026-05-08"
"organization:dbc-technologies-business-productivity-software","dbc-technologies-business-productivity-software","DBC Technologies (Business Productivity Software)","DBC Technologies Ltd., operating as DeliveryBizConnect.com, is a Vancouver, BC company that provides AI-powered marketing and customer engagement tools primarily for restaurants, cannabis dispensaries, and retail. Its product suite includes AI Voice Agents for inbound/outbound calls, AI ChatBots for web and messaging, AI Telemarketing Agents, and an integrated Restaurant CRM with automated social media content gen...","DBC Technologies Ltd., operating as DeliveryBizConnect.com, is a Vancouver, BC company that provides AI-powered marketing and customer engagement tools primarily for restaurants...","Applied AI|Marketing Technology|SaaS","Vancouver, BC","AI-voice-agents|chatbots|CRM|marketing-automation|restaurant-tech","https://dbctechnology.com","/bc-ai-directory/organizations/dbc-technologies-business-productivity-software","2026-05-10"
"organization:decision-point-advisors","decision-point-advisors","Decision Point Advisors","Decision Point Advisors is a Vancouver-based risk and assurance advisory firm founded in 2014, specializing in internal audit, cybersecurity, data management, blockchain assurance, and explainable AI. Headquartered at 850 West Hastings Street, Vancouver, the firm serves clients with a focus on emerging technologies including AI verification, IT assurance, and enterprise risk management. With 12-15 employees, the f...","Decision Point Advisors is a Vancouver-based risk and assurance advisory firm founded in 2014, specializing in internal audit, cybersecurity, data management, blockchain assuran...","AI Governance|Consulting|Cybersecurity","Vancouver, BC","ai-governance|blockchain|consulting|cybersecurity|explainable-ai|risk-management","https://www.dpadvisors.ca/","/bc-ai-directory/organizations/decision-point-advisors","2026-05-11"
"organization:deelvin","deelvin","Deelvin","Deelvin Solutions Inc. is a Port Moody, BC machine learning software company that develops applied ML products for video processing, including ML Player, ML Visualizer, and ML Video Pipeline, as well as Video Background Remover and Video Super Resolution tools. The company collaborates with universities and provides internships in machine learning engineering. Its team applies research-grade ML techniques to pract...","Deelvin Solutions Inc. is a Port Moody, BC machine learning software company that develops applied ML products for video processing, including ML Player, ML Visualizer, and ML V...","Applied AI|Computer Vision|Machine Learning","Port Moody, BC","computer-vision|machine-learning|video-processing|video-super-resolution","https://www.deelvin.com","/bc-ai-directory/organizations/deelvin","2026-05-10"
"organization:defang","defang","Defang","Defang is a Vancouver-based developer platform company building an AI DevOps agent for cloud deployment. Its public materials describe tools that deploy Docker Compose applications and agentic applications to cloud providers, with AI-assisted project scaffolding, deployment, and debugging workflows.","Defang is a Vancouver-based developer platform company building an AI DevOps agent for cloud deployment. Its public materials describe tools that deploy Docker Compose applicati...","Agentic AI|Cloud infrastructure|Developer tools","Vancouver, BC","ai-agents|cloud|developer-tools|devops","https://defang.io","/bc-ai-directory/organizations/defang","2026-05-08"
"organization:defii-ventures","defii-ventures","DeFii Ventures","DeFii Ventures matches no confirmed public entity — the double-i spelling may be a typo for a DeFi ventures entity. No BC organizational footprint has been confirmed.","DeFii Ventures matches no confirmed public entity — the double-i spelling may be a typo for a DeFi ventures entity. No BC organizational footprint has been confirmed.","","","","","/bc-ai-directory/organizations/defii-ventures","2026-05-11"
"organization:delecta-technologies-inc","delecta-technologies-inc","delecta Technologies Inc.","delecta Technologies Inc. is a Vancouver, BC fintech AI company founded by University of British Columbia physics alumni who apply machine learning to capital markets. The company builds adaptive predictive models for foreign exchange and capital markets, using quantitative research by statisticians, physicists, and ML engineers to forecast short-term market movements. Its custom solutions are designed for institu...","delecta Technologies Inc. is a Vancouver, BC fintech AI company founded by University of British Columbia physics alumni who apply machine learning to capital markets. The compa...","Applied AI|FinTech|Machine Learning","Vancouver, BC","capital-markets|forex|machine-learning|predictive-modelling|quantitative-finance","https://delecta.co","/bc-ai-directory/organizations/delecta-technologies-inc","2026-05-10"
"organization:deltalyz-corp","deltalyz-corp","deltAlyz","deltAlyz is a Vancouver AI, analytics, business intelligence, and custom software firm building AI-powered business solutions for modern organizations.","deltAlyz is a Vancouver AI, analytics, business intelligence, and custom software firm building AI-powered business solutions for modern organizations.","AI consulting|Business intelligence|Data analytics","Vancouver, BC","ai-consulting|analytics|business-intelligence|custom-software|vancouver","https://deltalyz.com","/bc-ai-directory/organizations/deltalyz-corp","2026-05-09"
"organization:demizine-technology","demizine-technology","Demizine Technology","Demizine Technology is a Vancouver, BC cleantech venture studio founded in 2017 that creates companies addressing housing, energy, and water challenges. Its flagship product is a closet-sized decentralized in-home water recycling appliance that combines advanced sensors, predictive analytics, and AI-driven monitoring to optimize wastewater treatment and energy recovery. The company has received Innovate BC and NRC...","Demizine Technology is a Vancouver, BC cleantech venture studio founded in 2017 that creates companies addressing housing, energy, and water challenges. Its flagship product is...","Applied AI|CleanTech|IoT","Vancouver, BC","AI-sensors|cleantech|IoT|predictive-analytics|venture-studio|water-recycling","https://www.demizinetechnology.com","/bc-ai-directory/organizations/demizine-technology","2026-05-10"
"organization:devrel-agency","devrel-agency","DevRel.Agency","DevRel.Agency is a Vancouver-based developer relations consulting agency co-founded by Caroline Lewko, who has over 25 years of tech leadership experience and co-authored the book on developer relations. The firm works with Fortune 500 companies and startups on developer-led growth strategies, community building, and developer experience design, and stewards the annual State of Developer Relations Report. Caroline...","DevRel.Agency is a Vancouver-based developer relations consulting agency co-founded by Caroline Lewko, who has over 25 years of tech leadership experience and co-authored the bo...","Consulting|Developer Relations|Tech Community","Vancouver, BC","api|community|consulting|developer-experience|developer-relations","https://www.devrel.agency/","/bc-ai-directory/organizations/devrel-agency","2026-05-11"
"organization:dg1-group-holdings","dg1-group-holdings","DG1 Group Holdings","DG1 Group Holdings is a Vancouver, BC SaaS company that operates an all-in-one AI-driven ecommerce and web platform designed for small and medium enterprises. The platform unifies website building, online store management, booking and scheduling, AI Voice-Controlled navigation, marketing tools, and business analytics under a single data-ownership model. DG1 maintains offices in Vancouver, Europe, Japan, and Malays...","DG1 Group Holdings is a Vancouver, BC SaaS company that operates an all-in-one AI-driven ecommerce and web platform designed for small and medium enterprises. The platform unifi...","Applied AI|eCommerce|SaaS","Vancouver, BC","AI-voice|ecommerce|marketing-automation|SaaS|SME|website-builder","https://dg1.com","/bc-ai-directory/organizations/dg1-group-holdings","2026-05-10"
"organization:diabits","diabits","Diabits","Diabits is an AI-powered diabetes management app developed by Bio Conscious Technologies Inc. in Vancouver, BC. Using continuous glucose monitor data and user inputs on diet, insulin, and exercise, the app applies machine learning to generate personalized blood glucose predictions up to 60 minutes in advance. The predictive models were developed through a clinical study in collaboration with BC Children's Hospital...","Diabits is an AI-powered diabetes management app developed by Bio Conscious Technologies Inc. in Vancouver, BC. Using continuous glucose monitor data and user inputs on diet, in...","Applied AI|HealthTech|Machine Learning","Vancouver, BC","blood-glucose-prediction|CGM|diabetes|digital-health|machine-learning","https://www.diabits.com","/bc-ai-directory/organizations/diabits","2026-05-10"
"organization:diagen-ai","diagen-ai","DiaGen AI","DiaGen AI is a Vancouver, BC biotechnology company founded in 2021 (originally as Proteic Biosciences) that applies AI to drug discovery and longevity research. Its DIA engine uses Graph Neural Networks and Physics-Informed Neural Networks to predict molecular interactions, enabling molecule optimization, peptide design, target identification, and virtual screening. The company has partnerships with Mila (Quebec A...","DiaGen AI is a Vancouver, BC biotechnology company founded in 2021 (originally as Proteic Biosciences) that applies AI to drug discovery and longevity research. Its DIA engine u...","Applied AI|BioTech|Drug Discovery","Vancouver, BC","biotech|drug-discovery|graph-neural-networks|longevity|molecular-AI|protein-design","https://diagen.ai","/bc-ai-directory/organizations/diagen-ai","2026-05-10"
"organization:dial-ai","dial-ai","Dial AI","Dial AI is a North Vancouver, BC SaaS company focused on AI automation for utilities, telecommunications, and financial services. Founded with over 30 years of collective experience in utility software, its product suite — GraceIVR, GraceChat, and GraceMail — uses large language models to handle inbound customer inquiries, automate voice and chat support, and route communications without human intervention. The co...","Dial AI is a North Vancouver, BC SaaS company focused on AI automation for utilities, telecommunications, and financial services. Founded with over 30 years of collective experi...","Applied AI|Enterprise Software|SaaS","North Vancouver, BC","AI-IVR|customer-support-automation|LLM|on-premises-AI|telecom|utilities","https://www.dialai.ca","/bc-ai-directory/organizations/dial-ai","2026-05-10"
"organization:digital","digital","DIGITAL","DIGITAL (formerly Canada's Digital Technology Supercluster) is Vancouver's federally-backed Global Innovation Cluster for digital technologies, managing over $390M in co-invested projects since its launch in 2018. Headquartered at 1055 West Georgia Street, Vancouver, DIGITAL convenes more than 1,500 member organizations including industry, academia, and SMEs to co-develop scalable AI, quantum, and digital health s...","DIGITAL (formerly Canada's Digital Technology Supercluster) is Vancouver's federally-backed Global Innovation Cluster for digital technologies, managing over $390M in co-investe...","Applied AI|Innovation Cluster|Research","Vancouver, BC","applied-ai|digital-health|ecosystem-builder|government-funded|innovation-cluster|quantum","https://digitalsupercluster.ca/","/bc-ai-directory/organizations/digital","2026-05-11"
"organization:digital-connect-marketing","digital-connect-marketing","Digital Connect Marketing","Digital Connect Marketing is a Vancouver-based digital marketing agency using AI-driven SEO, paid advertising, social media, content, and audience-intelligence strategies for startups, small businesses, and enterprises.","Digital Connect Marketing is a Vancouver-based digital marketing agency using AI-driven SEO, paid advertising, social media, content, and audience-intelligence strategies for st...","AI marketing|Digital marketing|Marketing automation","Vancouver, BC","ai-seo|audience-intelligence|content-optimization|paid-advertising|predictive-advertising","https://dcmarketing.ca","/bc-ai-directory/organizations/digital-connect-marketing","2026-05-08"
"organization:digitalist-north-america","digitalist-north-america","Digitalist North America","Digitalist North America is the Canadian arm of Digitalist Group, an international digital transformation agency headquartered in Finland with offices in Stockholm, Helsinki, London, and Vancouver (123 Cambie St). The Vancouver team provides strategy, UX, service design, app development, and machine learning services to enterprise clients across North America. The agency has served over 150 clients and has receive...","Digitalist North America is the Canadian arm of Digitalist Group, an international digital transformation agency headquartered in Finland with offices in Stockholm, Helsinki, Lo...","AI Consulting|Design|Digital Transformation","Vancouver, BC","app-development|digital-transformation|machine-learning|service-design|UX","https://digitalist.global","/bc-ai-directory/organizations/digitalist-north-america","2026-05-10"
"organization:disrupted-logic","disrupted-logic","Disrupted Logic","Disrupted Logic is a Vancouver-based company building ctalyst, an AI-powered in-game advertising platform. Its public materials describe AI-assisted ad placement, analytics, creative generation, engagement tracking, and personalization for game developers and advertisers.","Disrupted Logic is a Vancouver-based company building ctalyst, an AI-powered in-game advertising platform. Its public materials describe AI-assisted ad placement, analytics, cre...","Advertising AI|Analytics|Gaming","Vancouver, BC","advertising-ai|analytics|gaming|in-game-advertising","https://disruptedlogic.com","/bc-ai-directory/organizations/disrupted-logic","2026-05-08"
"organization:ditto","ditto","ditto","ditto is a Vancouver-based software company building AI agents that help owner-operated e-commerce retailers automate content marketing, sales, customer support, and Shopify-connected workflows.","ditto is a Vancouver-based software company building AI agents that help owner-operated e-commerce retailers automate content marketing, sales, customer support, and Shopify-con...","AI agents|Customer support automation|E-commerce software","Vancouver, BC","ai-agents|customer-support|ecommerce|sales-automation|shopify","https://www.ditto-ai.com","/bc-ai-directory/organizations/ditto","2026-05-08"
"organization:dmg-blockchain-solutions-inc","dmg-blockchain-solutions-inc","DMG Blockchain Solutions Inc.","DMG Blockchain Solutions Inc. is a publicly traded (TSX-V: DMGI) digital infrastructure company headquartered in Christina Lake, BC, operating a 65-megawatt data center with its own substation. Originally a Bitcoin mining company, DMG has established a subsidiary, DMG Infrastructure, to pivot toward AI/HPC computing, with plans to convert its Christina Lake facility into a sovereign AI data center serving governme...","DMG Blockchain Solutions Inc. is a publicly traded (TSX-V: DMGI) digital infrastructure company headquartered in Christina Lake, BC, operating a 65-megawatt data center with its...","AI Computing|Blockchain|Infrastructure","Christina Lake, BC","AI-compute|bitcoin-mining|blockchain|data-center|HPC|sovereign-compute","https://www.dmgblockchain.com","/bc-ai-directory/organizations/dmg-blockchain-solutions-inc","2026-05-10"
